course_id,course_name,department,credits,time_slot,classroom,instructor,description,prerequisites,max_students,current_enrollment
"408 43200_01","物理治療臨床實習(F)","PT","8","TBA","TBA","鄭素芳","英文名稱: Clinical Practice of Physical Therapy (F) | 選課說明: 2 | 備註: 0","無","",""
"408 U0270_01","核心肌群運動訓練","PT","1","TBA","實習教室","王淑芬","英文名稱: Core Muscle Exercise Training | 選課說明: 1 | 備註: 0","無","",""
"409 00110_01","服務學習一","OT","","TBA","TBA","薛漪平","英文名稱: Student Service Education (Ⅰ) | 選課說明: 1 | 備註: 1","無","",""
"409 00220_01","服務學習二","OT","","TBA","TBA","陳顥齡","英文名稱: Student Service Education (Ⅱ) | 選課說明: 1 | 備註: 1","無","",""
"409 00330_01","服務學習三","OT","","TBA","TBA","張 彧","英文名稱: Student Service Education (Ⅲ) | 選課說明: 2 | 備註: 1","無","",""
"409 20100_01","醫學倫理學","OT","1","TBA","基醫304","謝清麟","英文名稱: Medical Ethics | 選課說明: 1 | 備註: 1","無","",""
"409 20102_01","職能治療技術學一下","OT","1","TBA","公職治430","毛慧芬","英文名稱: Therapeutic Skills (Ⅰ)(2) | 選課說明: 1 | 備註: 1","無","",""
"409 20112_01","職能治療技術實習一下","OT","1","TBA","公職治430","毛慧芬","英文名稱: Therapeutic Skills Practice (Ⅰ)(2) | 選課說明: 1 | 備註: 1","無","",""
"409 20200_01","人類發展學","OT","2","TBA","公職治431","曾美惠","英文名稱: Human Development | 選課說明: 1 | 備註: 1","無","",""
"409 20210_01","人類發展學實習","OT","1","TBA","公職治431","曾美惠","英文名稱: Human Development Practice | 選課說明: 1 | 備註: 1","無","",""
"409 20300_01","職能治療臨床見習","OT","1","TBA","公職治431","黃小玲","英文名稱: Clinical Observation in O.t. | 選課說明: 1 | 備註: 1","無","",""
"409 30400_01","心理疾病職能治療","OT","2","TBA","公職治430","潘璦琬","英文名稱: Occupational Therapy for Psychiatric Conditions | 選課說明: 1 | 備註: 1","Y","",""
"409 30410_01","心理疾病職能治療實習","OT","1","TBA","公職治430","潘璦琬","英文名稱: Occupational Therapy for Psychiatric Conditions Practice | 選課說明: 1 | 備註: 1","Y","",""
"409 30500_01","職能治療管理學","OT","1","TBA","公職治430","毛慧芬","英文名稱: Occupational Therapy Organization and Administration | 選課說明: 1 | 備註: 1","無","",""
"409 30600_01","職能治療臨床實習二","OT","1","TBA","公職治430","薛漪平","英文名稱: Clinical Practice of Occupational Therapy (Ⅱ) | 選課說明: 1 | 備註: 1","Y","",""
"409 30700_1","老人職能治療學","OT","1","TBA","TBA","毛慧芬","英文名稱: Occupational Therapy for the Older Adults | 選課說明: 2 | 備註: 1","無","",""
"409 30800_01","就學與就業之職能治療","OT","1","TBA","公職治431","張 彧","英文名稱: Occupational Therapy for Education and Work | 選課說明: 1 | 備註: 1","無","",""
"409 30810_01","就學與就業之職能治療實習","OT","1","TBA","公職治431","張 彧","英文名稱: Occupational Therapy for Education and Work Practice | 選課說明: 1 | 備註: 1","無","",""
"409 31010_01","人體動作分析概論","OT","2","TBA","公職治422","陳顥齡","英文名稱: Introduction to Human Movement Analysis | 選課說明: 2 | 備註: 0","無","",""
"409 32010_01","手傷職能治療","OT","2","TBA","公職治431","黃小玲","英文名稱: Occupational Therapy for Hand Injuries | 選課說明: 1 | 備註: 0","無","",""
"409 36910_01","日常生活功能評估訓練","OT","1","TBA","TBA","薛漪平","英文名稱: Activities of Daily Living Assessment and Treatment | 選課說明: 1 | 備註: 1","無","",""
"409 37010_01","日常生活功能評估訓練實習","OT","1","TBA","公職治430","薛漪平","英文名稱: Activities of Daily Living Assessment and Treatment Practice | 選課說明: 1 | 備註: 1","無","",""
"409 37310_01","副木、裝具義肢學","OT","1","TBA","公職治430","黃小玲","英文名稱: Orthotics and Prosthetics | 選課說明: 1 | 備註: 1","Y","",""
"409 37410_01","副木、裝具義肢學實習","OT","1","TBA","公職治430","黃小玲","英文名稱: Orthotics and Prosthetics Practice | 選課說明: 1 | 備註: 1","Y","",""
"409 38300_01","職能治療科學文獻導讀","OT","2","TBA","公職治431","謝清麟","英文名稱: Directed Reading on Occupational Therapyrelated Scientific Articles | 選課說明: 1 | 備註: 0","無","",""
"409 39422_01","職能治療技術實習二下","OT","1","TBA","公職治430","吳建德","英文名稱: Therapeutic Skills Practice (Ⅱ)(2) | 選課說明: 1 | 備註: 1","無","",""
"409 39432_01","職能治療技術學二下","OT","1","TBA","公職治430","吳建德","英文名稱: Therapeutic Skills Practice (Ⅱ)(2) | 選課說明: 1 | 備註: 0","無","",""
"409 40200_01","職能治療專題討論","OT","2","TBA","公職治431","林克忠","英文名稱: Seminar in Occupational Therapy | 選課說明: 1 | 備註: 1","Y","",""
"409 40300_01","職能治療臨床實習三","OT","5","TBA","TBA","薛漪平","英文名稱: Clinical Practice of Occupational Therapy (Ⅲ) | 選課說明: 1 | 備註: 1","無","",""
"409 40400_01","職能治療臨床實習四","OT","5","TBA","TBA","薛漪平","英文名稱: Clinical Practice of Occupational Therapy (Ⅳ) | 選課說明: 1 | 備註: 1","無","",""
"409 40500_01","職能治療臨床實習五","OT","5","TBA","TBA","潘璦琬","英文名稱: Clinical Practice of Occupational Therapy (Ⅴ) | 選課說明: 1 | 備註: 1","無","",""
"409 40600_01","職能治療臨床實習六","OT","5","TBA","TBA","潘璦琬","英文名稱: Clinical Practice of Occupational Therapy (Ⅵ) | 選課說明: 1 | 備註: 1","無","",""
"409 40700_01","職能治療臨床實習七","OT","5","TBA","TBA","陳顥齡","英文名稱: Clinical Practice of Occupational Therapy (Ⅶ) | 選課說明: 1 | 備註: 1","無","",""
"409 40800_01","職能治療臨床實習八","OT","5","TBA","TBA","陳顥齡","英文名稱: Clinical Practice of Occupational Therapy (Ⅷ) | 選課說明: 1 | 備註: 1","無","",""
"409 40900_01","社區職能治療與實習","OT","2","TBA","TBA","毛慧芬","英文名稱: Community-based Occupational Therapy and Practice | 選課說明: 1 | 備註: 0","無","",""
"420 U1610_01","蛋白質體學之醫藥應用","md&ph","2","TBA","基醫104","周綠蘋","英文名稱: Proteomics in Medical Application | 選課說明: 3 | 備註: 0","無","",""
"420 U2100_01","細胞生物學","md&ph","3","TBA","基醫101","李明學","英文名稱: Cell Biology | 選課說明: 3 | 備註: 0","無","",""
"420 U2300_01","超音波醫學","md&ph","1","TBA","基醫503","陳炯年","英文名稱: Introduction to Ultrasound Medicine | 選課說明: 3 | 備註: 0","無","",""
"420 U3010_01","生物資訊導論","md&ph","1","TBA","基醫509","曾宇鳳","英文名稱: Introduction to Bioinformatics | 選課說明: 3 | 備註: 0","無","",""
"420 U3710_01","神經科學導論","md&ph","2","TBA","基醫104","謝松蒼","英文名稱: Introduction to Neuroscience | 選課說明: 3 | 備註: 0","無","",""
"420 U3900_01","基因體學及幹細胞等概論","md&ph","1","TBA","基醫303","周松男","英文名稱: Introduction of Genomics, Proteomics, and Stem Cells | 選課說明: 3 | 備註: 0","無","",""
"420 U4100_01","醫學研究專題討論二","md&ph","1","TBA","基醫102","許博欽","英文名稱: Seminar in Medical Rescarch (Ⅱ) | 選課說明: 3 | 備註: 0","無","",""
"420 U4200_01","應用免疫學特論","md&ph","2","TBA","基醫505","伍安怡","英文名稱: Special Topics on Applied Immunology | 選課說明: 1 | 備註: 0","無","",""
"420 U4400_01","訊息傳遞與疾病","md&ph","2","TBA","基醫101","陳青周","英文名稱: Signal Transduction in Diseases | 選課說明: 3 | 備註: 0","無","",""
"420 U4600_01","生醫分子及細胞影像學","md&ph","3","TBA","基醫101","曾文毅","英文名稱: Molecular and Cellular Imaging in Biomedicine | 選課說明: 3 | 備註: 0","無","",""
"421 D0010_01","博士論文","ClinMD","","TBA","TBA","高嘉宏","英文名稱: Dissertation (Ph.D) | 選課說明: 1 | 備註: 0","無","",""
"421 D0100_01","論文研究","ClinMD","1","TBA","基醫104","高嘉宏","英文名稱: Thesis Research | 選課說明: 1 | 備註: 1","無","",""
"421 D1120_01","呼吸學特論二","ClinMD","1","TBA","TBA","余忠仁","英文名稱: Special Topics in Chest Disease (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1140_01","腫瘤內科學特論一","ClinMD","1","TBA","TBA","鄭安理","英文名稱: Special Topics in Medical Oncology (Ⅰ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1180_01","呼吸學實習二","ClinMD","1","TBA","TBA","余忠仁","英文名稱: Training in Chest Disease (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1240_01","腫瘤內科學實習一","ClinMD","3","TBA","TBA","鄭安理","英文名稱: Training in Medical Oncology (Ⅰ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1320_01","血液學特論二","ClinMD","1","TBA","TBA","田蕙芬","英文名稱: Special Topics in Hematology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1520_01","感染症學特論二","ClinMD","1","TBA","TBA","張上淳","英文名稱: Special Topics in Infectious Disease (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1650_01","感染症學實習二","ClinMD","1","TBA","TBA","張上淳","英文名稱: Training in Infectious Disease (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1680_01","血液學實習二","ClinMD","1","TBA","TBA","田蕙芬","英文名稱: Training in Hematology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1950_01","創傷醫學特論二","ClinMD","1","TBA","TBA","柯文哲","英文名稱: Special Topics in Traumatology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D1980_01","創傷醫學實習二","ClinMD","1","TBA","TBA","柯文哲","英文名稱: Training in Traumatology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D2330_01","胸腔外科學特論三","ClinMD","1","TBA","TBA","李章銘","英文名稱: Special Topics in Thoracic Surgery (Ⅲ) | 選課說明: 1 | 備註: 0","無","",""
"421 D2430_01","胸腔外科學實習三","ClinMD","3","TBA","TBA","李章銘","英文名稱: Training in Thoracic Surgery (Ⅲ) | 選課說明: 1 | 備註: 0","無","",""
"421 D8120_01","耳鼻喉科學特論二","ClinMD","1","TBA","TBA","蕭自佑","英文名稱: Special Topics in Otorhinolaryngology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 D8250_01","耳鼻喉科學實習二","ClinMD","1","TBA","TBA","蕭自佑","英文名稱: Training in Otorhinolaryngology | 選課說明: 1 | 備註: 0","無","",""
"421 D9190_01","磁共振頻譜與生理性影像","ClinMD","3","TBA","基醫504","吳文超","英文名稱: Magnetic Resonance Spectroscopy and Physiological Imaging | 選課說明: 1 | 備註: 0","無","",""
"421 D9250_01","醫學新知專題討論","ClinMD","2","TBA","TBA","陳培哲","英文名稱: Seminar of Frontiers in Medicine | 選課說明: 1 | 備註: 1","無","",""
"421 D9260_01","實驗研究","ClinMD","2","TBA","TBA","高嘉宏","英文名稱: Lab Rotation | 選課說明: 1 | 備註: 0","無","",""
"421 D9330_01","書報討論","ClinMD","2","TBA","TBA","陳祈玲","英文名稱: Journal Meeting | 選課說明: 1 | 備註: 0","無","",""
"421 M0010_01","碩士論文","ClinMD","","TBA","TBA","高嘉宏","英文名稱: Master Thesis | 選課說明: 1 | 備註: 0","無","",""
"421 M0110_01","臨床研究方法(二)","ClinMD","3","TBA","基醫303","陳祈玲","英文名稱: Clinical Biostatistics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 M0700_01","書報討論","ClinMD","2","TBA","基醫304","高嘉宏","英文名稱: Journal Meeting | 選課說明: 1 | 備註: 0","無","",""
"421 M1110_01","小兒科臨床實習二","ClinMD","2","TBA","TBA","吳美環","英文名稱: Clinical Training in Pediatrics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 M1310_01","內科臨床實習二","ClinMD","2","TBA","TBA","黃冠棠","英文名稱: Clinical Training in Internal Medicine (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 M1410_01","影像醫學臨床實習二","ClinMD","2","TBA","TBA","施庭芳","英文名稱: Clinical Training in Imaging Mediche (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 M1510_01","眼科臨床實習二","ClinMD","2","TBA","TBA","胡芳蓉","英文名稱: Clinical Training in Ophthalmology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"421 M3000_01","基礎與臨床醫學整合課程","ClinMD","2","TBA","基醫303","高嘉宏","英文名稱: Integrated Course in Basic & Clinical Medicine | 選課說明: 1 | 備註: 1","無","",""
"421 M3100_01","論文研究","ClinMD","1","TBA","基醫104","高嘉宏","英文名稱: Thesis Research | 選課說明: 1 | 備註: 0","無","",""
"421 M3200_01","實驗研究","ClinMD","2","TBA","TBA","高嘉宏","英文名稱: Lab Rotation | 選課說明: 1 | 備註: 0","無","",""
"421 U0500_01","疾病概論：未解決的問題","ClinMD","1","TBA","基醫101","高嘉宏","英文名稱: Introduction to Human Diseases:the unsolved problems | 選課說明: 3 | 備註: 0","無","",""
"421 U3700_01","血管新生導論","ClinMD","1","TBA","TBA","陳炯年","英文名稱: Introduction to Angiogenesis | 選課說明: 1 | 備註: 0","無","",""
"422 D0010_01","博士論文","CDent","","TBA","TBA","郭彥彬","英文名稱: Ph.D. Dissertation | 選課說明: 1 | 備註: 0","無","",""
"422 D0030_01","專題討論","CDent","1","TBA","TBA","郭彥彬","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"422 D1040_01","高級臨床牙醫學四","CDent","1","TBA","TBA","郭彥彬","英文名稱: Advanced Clinical Dentistry (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 D1320_01","口腔生物學特論二","CDent","2","TBA","TBA","江俊斌","英文名稱: Special Topics in Oral Biology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 D1500_01","高級口腔病理學專題討論","CDent","1","TBA","TBA","江俊斌","英文名稱: Advanced Oral Pathology Seminar | 選課說明: 1 | 備註: 0","無","",""
"422 M0010_01","碩士論文","CDent","","TBA","TBA","郭彥彬","英文名稱: Master's Thesis | 選課說明: 1 | 備註: 0","無","",""
"422 M0022_01","研究論文討論下","CDent","","TBA","TBA","姚宗珍","英文名稱: Graduate Seminar (2) | 選課說明: 1 | 備註: 0","無","",""
"422 M0040_01","兒童牙科學專題討論","CDent","1","TBA","TBA","張曉華","英文名稱: Seminar in Pedodontics | 選課說明: 1 | 備註: 0","無","",""
"422 M0100_01","口腔藥理學毒理學專題討論","CDent","1","TBA","TBA","鄭景暉","英文名稱: Seminar on Dental Pharmacology and Toxicology | 選課說明: 1 | 備註: 0","無","",""
"422 M0120_01","牙周補綴矯正之聯合治療 二","CDent","1","TBA","TBA","王若松","英文名稱: Interdisplinary Treatment in Periodontics, Prosthodontics, and Orthodonitcs (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M0140_01","牙周補綴矯正之聯合治療 四","CDent","1","TBA","TBA","王若松","英文名稱: Interdisplinary Treatment in Periodontics, Prosthodontics, and Orthodonitcs (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M1012_01","研究計劃專題討論下","CDent","1","TBA","第八講堂","姚宗珍","英文名稱: Research Proposal Seminar (2) | 選課說明: 1 | 備註: 0","無","",""
"422 M1090_01","口顏肌神經生理學","CDent","1","TBA","TBA","陳韻之","英文名稱: Orofacial Muscular and Neural Physiology | 選課說明: 1 | 備註: 0","無","",""
"422 M1120_01","矯正治療成果討論二","CDent","1","TBA","TBA","姚宗珍","英文名稱: Review of Orthodontic Treatment Results (Ⅱ) | 選課說明: 1 | 備註: 0","Y","",""
"422 M1140_01","矯正治療成果討論四","CDent","1","TBA","TBA","姚宗珍","英文名稱: Review of Orthodontic Treatment Results (Ⅳ) | 選課說明: 1 | 備註: 0","Y","",""
"422 M1420_01","齒顎矯正診斷治療學二","CDent","1","TBA","TBA","陳羿貞","英文名稱: Orthodontic Diagnosis and Treatment Planning (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M1810_01","醫院兒童牙科學二","CDent","1","TBA","TBA","張曉華","英文名稱: Hospital Pedodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M2240_01","兒童牙科學臨床實習四","CDent","3","TBA","TBA","張曉華","英文名稱: Clinical Pedodontics Practice (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M2260_01","兒童牙科學臨床實習二","CDent","3","TBA","TBA","張曉華","英文名稱: Clinical Pedodontics Practice (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M2420_01","兒童牙科診斷治療學二","CDent","1","TBA","TBA","張曉華","英文名稱: Pedodontic Diagnosis and Treatment Planning (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M2440_01","兒童牙科診斷治療學四","CDent","1","TBA","TBA","張曉華","英文名稱: Pedodontic Diagnosis and Treatment Planning (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M2520_01","兒童發育生長學","CDent","1","TBA","TBA","張曉華","英文名稱: Growth and Development of Children | 選課說明: 1 | 備註: 0","無","",""
"422 M3020_01","齒顎矯正學臨床實習二","CDent","3","TBA","TBA","陳羿貞","英文名稱: Clinical Orthodontic Practice (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M3040_01","齒顎矯正學臨床實習四","CDent","3","TBA","TBA","姚宗珍","英文名稱: Clinical Orthodontics Practice (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M3060_01","高級齒顎矯正學臨床實習二","CDent","3","TBA","TBA","姚宗珍","英文名稱: Advenced Clinical Orthodontic Practice (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M3140_01","齒顎矯正診斷治療學四","CDent","1","TBA","TBA","姚宗珍","英文名稱: Orthodontic Diagnosis and Treatment Planning (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M3240_01","手術正顎學專題討論","CDent","1","TBA","TBA","姚宗珍","英文名稱: Surgical Orthodontics Seminar | 選課說明: 1 | 備註: 0","無","",""
"422 M3320_01","齒顎矯正學專題討論二","CDent","1","TBA","TBA","陳羿貞","英文名稱: Seminar in Clinical Orthodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M3340_01","齒顎矯正學專題討論四","CDent","1","TBA","TBA","姚宗珍","英文名稱: Seminar in Clinical Orthodontics (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4070_01","口腔外科臨床實習二","CDent","3","TBA","TBA","郭生興","英文名稱: Clinical Practice in Oral and Maxillofacial Surgery (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4090_01","口腔外科臨床實習四","CDent","3","TBA","TBA","郭生興","英文名稱: Clinical Practice in Oral and Maxillofacial Surgery (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4170_01","口腔外科病例討論二","CDent","1","TBA","TBA","郭生興","英文名稱: Case Conference in Oral and Maxillofacial Surgery (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4190_01","口腔外科病例討論四","CDent","1","TBA","TBA","郭生興","英文名稱: Case Conference in Oral and Maxillofacial Surgery (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4270_01","口腔外科專題討論二","CDent","1","TBA","TBA","郭生興","英文名稱: Seminar in Oral and Maxillofacial Surgery (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4290_01","口腔外科專題討論四","CDent","1","TBA","TBA","郭生興","英文名稱: Seminar in Oral and Maxillofacial Surgery (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4370_01","口腔外科病理專討二","CDent","1","TBA","TBA","江俊斌","英文名稱: Oral Surgico-pathological Conference (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4390_01","口腔外科病理專討四","CDent","1","TBA","TBA","江俊斌","英文名稱: Oral Surgico-pathogical Conference (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M4420_01","口腔顎面外科學特論二","CDent","1","TBA","TBA","郭生興","英文名稱: Advanced Oral and Maxillofacial Surgery (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M5070_01","口腔診斷學實習二","CDent","3","TBA","TBA","江俊斌","英文名稱: Clinial Practice of Oral Diagnosis (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M5120_01","口腔病理學專題討論二","CDent","1","TBA","TBA","江俊斌","英文名稱: Seminar in Oral Pathology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M5220_01","口腔病理學特論二","CDent","1","TBA","TBA","江俊斌","英文名稱: Special Topics in Oral Pathology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M5320_01","組織病理診斷學二","CDent","1","TBA","TBA","江俊斌","英文名稱: Diagnostic Histopathology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6020_01","牙體復形學臨床實習二","CDent","3","TBA","TBA","陳敏慧","英文名稱: Clinical Practice in Operative Dentistry (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6040_01","牙體復形學臨床實習四","CDent","3","TBA","TBA","陳敏慧","英文名稱: Clinical Practice in Operative Dentistry (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6060_01","美容牙科學（二）","CDent","1","TBA","TBA","陳敏慧","英文名稱: Esthetic Dentistry (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6080_01","美容牙科學（四）","CDent","1","TBA","TBA","陳敏慧","英文名稱: Esthetic Dentistry (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6120_01","牙科材料學專題討論二","CDent","1","TBA","TBA","陳敏慧","英文名稱: Seminar in Dental Materials (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M6140_01","牙科材料學專題討論四","CDent","1","TBA","TBA","陳敏慧","英文名稱: Seminar in Dental Materials (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7020_01","牙髓病學臨床實習二","CDent","3","TBA","TBA","鄭景暉","英文名稱: Clinical Practice of Endodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7040_01","牙髓病學臨床實習四","CDent","3","TBA","TBA","鄭景暉","英文名稱: Clinical Practice of Endodontics (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7060_01","口腔藥理學毒理學特論（二）","CDent","1","TBA","TBA","鄭景暉","英文名稱: Advamnced Dental Pharmacology and Toxicology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7120_01","牙髓病診斷與治療學二","CDent","1","TBA","TBA","鄭景暉","英文名稱: Endodontic Diagnosis and Treatment Planning (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7140_01","牙髓病診斷與治療學四","CDent","1","TBA","TBA","鄭景暉","英文名稱: Endodontic Diagnosis and Treatment Planning (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7220_01","牙髓病學專題討論二","CDent","1","TBA","TBA","鄭景暉","英文名稱: Seminar in Endodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7240_01","牙髓病學專題討論四","CDent","1","TBA","TBA","鄭景暉","英文名稱: Seminar in Endodontics (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7320_01","牙髓病學特論及實驗二","CDent","1","TBA","TBA","鄭景暉","英文名稱: Special Topics and Laboratory in Endodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M7340_01","牙科理工學","CDent","2","TBA","TBA","林俊彬","英文名稱: Dental Engineering | 選課說明: 1 | 備註: 0","無","",""
"422 M7430_01","牙髓病治療器材學","CDent","1","TBA","TBA","林俊彬","英文名稱: Endodontic Instruments and Materials | 選課說明: 1 | 備註: 0","無","",""
"422 M8020_01","牙周病學臨床實習二","CDent","3","TBA","TBA","郭彥彬","英文名稱: Clinical Practice in Periodontology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8040_01","牙周病學臨床實習四","CDent","3","TBA","TBA","郭彥彬","英文名稱: Clinical Practive in Periodontology (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8220_01","牙周病治療專題討論二","CDent","1","TBA","TBA","郭彥彬","英文名稱: Seminar in Periodontal Therapy (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8240_01","牙周病治療專題討論四","CDent","1","TBA","TBA","郭彥彬","英文名稱: Seminat in Periodontal Therapy (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8312_01","最新文獻專題討論一下","CDent","1","TBA","TBA","郭彥彬","英文名稱: Current Literature Conference (Ⅰ)(2) | 選課說明: 1 | 備註: 0","無","",""
"422 M8322_01","最新文獻專題討論二下","CDent","1","TBA","TBA","郭彥彬","英文名稱: Current Literature Conference (Ⅱ)(2) | 選課說明: 1 | 備註: 0","無","",""
"422 M8420_01","牙周手術專題討論二","CDent","1","TBA","TBA","郭彥彬","英文名稱: Seminar of Periodontal Surgery (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8440_01","牙周手術專題討論四","CDent","1","TBA","TBA","郭彥彬","英文名稱: Seminar of Periodontal Surgery (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M8690_01","牙周病免疫學","CDent","1","TBA","TBA","賈景山","英文名稱: Periodontal Immunology | 選課說明: 1 | 備註: 0","無","",""
"422 M9020_01","補綴學臨床實習二","CDent","3","TBA","TBA","林立德","英文名稱: Clinical Practice in Prosthodontics (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M9040_01","補綴學臨床實習四","CDent","3","TBA","TBA","林立德","英文名稱: Clinical Practice in Prosthodontics (Ⅳ) | 選課說明: 1 | 備註: 0","無","",""
"422 M9060_01","高級補綴學臨床實習","CDent","4","TBA","TBA","王若松","英文名稱: Advanced Prosthodontic Clinical Practice | 選課說明: 1 | 備註: 0","Y","",""
"422 M9080_01","全口重建補綴學二","CDent","2","TBA","TBA","林立德","英文名稱: Prosthodontics in Full Month Rehabilitation (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"422 M9652_01","臨床補綴學專題討論一下","CDent","1","TBA","TBA","陳韻之","英文名稱: Seminar in Clinical Prosthodontics (Ⅰ)(2) | 選課說明: 1 | 備註: 0","無","",""
"422 M9672_01","高級補綴學病例討論一下","CDent","1","TBA","TBA","陳韻之","英文名稱: Advanced Prosthodontic Case Conference (Ⅰ)(2) | 選課說明: 1 | 備註: 0","無","",""
"423 D0010_01","博士論文","PHARM","","TBA","TBA","TBA","英文名稱: Thesis (Ph.D) | 選課說明: 1","無","",""
"423 D0030_1","專題討論","PHARM","1","TBA","基醫103","楊家榮","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_1","書報討論","PHARM","1","TBA","TBA","陳基旺","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_2","書報討論","PHARM","1","TBA","TBA","沈雅敬","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_3","書報討論","PHARM","1","TBA","TBA","顧記華","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_4","書報討論","PHARM","1","TBA","TBA","孔繁璐","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_5","書報討論","PHARM","1","TBA","TBA","忻凌偉","英文名稱: Seminar | 選課說明: 2 | 備註: 0","無","",""
"423 D0040_7","書報討論","PHARM","1","TBA","TBA","李水盛","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_9","書報討論","PHARM","1","TBA","TBA","郭錦樺","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"423 D0040_11","書報討論","PHARM","1","TBA","TBA","林文貞","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
